      10,  -0.008606,   0.961668,   0.239822
      14,  -0.008851,   0.967161,   0.239334
      15,  -0.009583,   0.968138,   0.242874
      15,  -0.007142,   0.966673,   0.238723
      16,  -0.010316,   0.959470,   0.238723
      16,  -0.008118,   0.957151,   0.243606
      17,  -0.003723,   0.959836,   0.237502
      18,  -0.007142,   0.960203,   0.240310
      19,  -0.014222,   0.957883,   0.241409
      20,  -0.012757,   0.958860,   0.238235
      22,  -0.009095,   0.959836,   0.234817
      24,  -0.007142,   0.962278,   0.240310
      25,  -0.010438,   0.961423,   0.242630
      26,  -0.010316,   0.967405,   0.241653
      27,  -0.002747,   0.968626,   0.240798
      29,  -0.004700,   0.966429,   0.239944
      30,  -0.010804,   0.966917,   0.242874
      31,  -0.011536,   0.964964,   0.243606
      32,  -0.008729,   0.964720,   0.239822
      39,  -0.010560,   0.965452,   0.240676
      40,  -0.008851,   0.961668,   0.238967
      41,  -0.009339,   0.959836,   0.240432
      42,  -0.007264,   0.961912,   0.238601
      44,  -0.003235,   0.963010,   0.239211
      45,  -0.007386,   0.964231,   0.237502
      46,  -0.011048,   0.962766,   0.236770
      47,  -0.007996,   0.962278,   0.240188
      49,  -0.007142,   0.967161,   0.240432
      50,  -0.006897,   0.964964,   0.240676
      51,  -0.005921,   0.962278,   0.239456
      52,  -0.006287,   0.963743,   0.240066
      54,  -0.006409,   0.963499,   0.239211
      55,  -0.007630,   0.962766,   0.238967
      56,  -0.007874,   0.962766,   0.236526
      57,  -0.010804,   0.959714,   0.237380
      61,  -0.009583,   0.962278,   0.240188
      62,  -0.006897,   0.961668,   0.237991
      64,  -0.005677,   0.962278,   0.242385
      65,  -0.007874,   0.962278,   0.241165
      66,  -0.007386,   0.963987,   0.239456
      67,  -0.006775,   0.963865,   0.240188
      69,  -0.005921,   0.963010,   0.240676
      71,  -0.007874,   0.963010,   0.237991
      75,  -0.008851,   0.962766,   0.236037
      76,  -0.006897,   0.961545,   0.240188
      77,  -0.008606,   0.962522,   0.239211
      79,  -0.006897,   0.961545,   0.240676
      80,  -0.006897,   0.960325,   0.239456
      81,  -0.008362,   0.963010,   0.236526
      82,  -0.006775,   0.964109,   0.239578
      84,  -0.004944,   0.963499,   0.237991
      85,  -0.008851,   0.962522,   0.237014
      86,  -0.013490,   0.961545,   0.238967
      87,  -0.007142,   0.961179,   0.238601
      89,  -0.005677,   0.962766,   0.237014
      90,  -0.006409,   0.964720,   0.238723
      91,  -0.006409,   0.966184,   0.243118
      92,  -0.004578,   0.965818,   0.243484
      95,  -0.007386,   0.964720,   0.241653
      96,  -0.008606,   0.960813,   0.240920
      97,  -0.007752,   0.958005,   0.237746
      99,  -0.009095,   0.956662,   0.237014
     100,  -0.009583,   0.958860,   0.237258
     101,  -0.006653,   0.961301,   0.237258
     102,  -0.009339,   0.964353,   0.238357
     109,  -0.007630,   0.967161,   0.242385
     112,  -0.009827,   0.963010,   0.239334
     114,  -0.009949,   0.963743,   0.240554
     115,  -0.011536,   0.963255,   0.239700
     116,  -0.010560,   0.960813,   0.239944
     117,  -0.006653,   0.962644,   0.237746
     119,  -0.009827,   0.960081,   0.240920
     120,  -0.010560,   0.959348,   0.241653
     124,  -0.009583,   0.960325,   0.242385
     125,  -0.010804,   0.959836,   0.244461
     126,  -0.012269,   0.961423,   0.240676
     127,  -0.009705,   0.962156,   0.239334
     129,  -0.007874,   0.963499,   0.238235
     130,  -0.008606,   0.964231,   0.239211
     131,  -0.009339,   0.963255,   0.237991
     132,  -0.008240,   0.963621,   0.244217
     134,  -0.007386,   0.962766,   0.244094
     135,  -0.009095,   0.960569,   0.239944
     136,  -0.010071,   0.958860,   0.240188
     137,  -0.008851,   0.960081,   0.240798
     141,  -0.009095,   0.963255,   0.238479
     142,  -0.008729,   0.963621,   0.241531
     144,  -0.007630,   0.962034,   0.242630
     145,  -0.005432,   0.963499,   0.236282
