       7,   0.001892,   0.221022,  -0.967649
      10,   0.000671,   0.218336,  -0.967894
      11,   0.003601,   0.215406,  -0.966917
      12,   0.005432,   0.213575,  -0.971800
      12,   0.004090,   0.213453,  -0.972288
      13,   0.003357,   0.212598,  -0.970457
      13,   0.003235,   0.209669,  -0.976195
      14,   0.005799,   0.209058,  -0.973997
      16,   0.006287,   0.206861,  -0.972288
      17,   0.002625,   0.208082,  -0.972777
      18,   0.005921,   0.208936,  -0.973753
      20,   0.006531,   0.211744,  -0.976683
      21,   0.005799,   0.212232,  -0.977171
      22,   0.005799,   0.210645,  -0.976927
      23,   0.005310,   0.210767,  -0.981566
      25,   0.004334,   0.211500,  -0.977904
      26,   0.004090,   0.209546,  -0.974242
      27,   0.006653,   0.208814,  -0.974120
      28,   0.007264,   0.208814,  -0.971800
      30,   0.006043,   0.207593,  -0.965208
      31,   0.006531,   0.209302,  -0.966184
      32,   0.003357,   0.209791,  -0.968626
      33,   0.002136,   0.211256,  -0.972777
      35,   0.004822,   0.210035,  -0.972533
      36,   0.006531,   0.210035,  -0.974974
      37,   0.004212,   0.212476,  -0.979735
      38,   0.003601,   0.211744,  -0.976439
      40,   0.002625,   0.211500,  -0.981078
      41,   0.005555,   0.212965,  -0.980345
      42,   0.005310,   0.211622,  -0.977538
      43,   0.003357,   0.214674,  -0.982543
      45,   0.004578,   0.212721,  -0.979857
      46,   0.003113,   0.210035,  -0.979369
      48,   0.004334,   0.211011,  -0.978026
      50,   0.003357,   0.216871,  -0.974486
      51,   0.003601,   0.215406,  -0.972166
      52,   0.005188,   0.213697,  -0.970457
      53,   0.000671,   0.215162,  -0.969114
      55,  -0.000549,   0.213453,  -0.963987
      56,   0.000671,   0.215650,  -0.964231
      58,   0.003479,   0.217604,  -0.967039
      60,   0.003357,   0.222243,  -0.966184
      61,   0.003357,   0.222975,  -0.966307
      88,   0.004944,   0.226027,  -0.967649
      90,   0.002258,   0.235915,  -0.964475
      91,   0.001648,   0.248733,  -0.958005
      92,   0.000671,   0.245804,  -0.958371
      93,   0.002625,   0.244217,  -0.959348
      95,   0.004334,   0.244949,  -0.961546
      96,   0.006531,   0.246170,  -0.962522
     100,   0.002991,   0.246780,  -0.962766
     101,  -0.000061,   0.245682,  -0.964109
     102,   0.002747,   0.243118,  -0.953488
     103,   0.003113,   0.242752,  -0.958860
     105,   0.000671,   0.245437,  -0.961546
     106,   0.000671,   0.244705,  -0.955442
     110,   0.004700,   0.244094,  -0.955197
     111,   0.004456,   0.245926,  -0.959714
     112,   0.004212,   0.249100,  -0.966062
     113,   0.007264,   0.246658,  -0.959348
     115,   0.006043,   0.249588,  -0.962278
     116,   0.005555,   0.253739,  -0.967405
     117,   0.006775,   0.250320,  -0.962644
     118,   0.006043,   0.248123,  -0.963255
     120,   0.003845,   0.248855,  -0.965940
     121,   0.004578,   0.247391,  -0.964475
     122,   0.003235,   0.245926,  -0.958982
     123,   0.005799,   0.244461,  -0.954709
     125,   0.006043,   0.244705,  -0.954221
     126,   0.001648,   0.248123,  -0.959104
     127,   0.000061,   0.248123,  -0.954831
     128,   0.004090,   0.246902,  -0.952512
     130,   0.008484,   0.246414,  -0.949826
     131,   0.004578,   0.247146,  -0.950803
     132,   0.001282,   0.248978,  -0.951169
     135,   0.003601,   0.249344,  -0.952756
     136,   0.004090,   0.250320,  -0.958127
     137,   0.003601,   0.249466,  -0.959348
     138,   0.001892,   0.250320,  -0.963010
     140,   0.005799,   0.248367,  -0.962522
     141,   0.006043,   0.248611,  -0.962522
     142,   0.003845,   0.249344,  -0.966062
     143,   0.002869,   0.245682,  -0.967161
     145,   0.001892,   0.245437,  -0.968382
     146,   0.001404,   0.244949,  -0.967405
     147,   0.003601,   0.239334,  -0.964231
     148,   0.000183,   0.242263,  -0.964475
     150,  -0.002747,   0.239822,  -0.962034
     151,  -0.000794,   0.235183,  -0.960569
     152,   0.000916,   0.234206,  -0.964842
     153,   0.004578,   0.232985,  -0.962278
